Id,WnvPresent
1,0.000893517006803907
2,0.000392907825293141
3,0.00109957998681514
4,0.000000000448693478006064
5,0.000000000356406528376485
6,0.000000000299618396081267
7,0.000000000351042517555145
8,0.000000000351042517555145
9,0.000926206269489189
10,0.000407289799096924
11,0.00113979945007098
12,0.000000000465124118425674
13,0.000000000369457726574281
14,0.000000000310590078022687
15,0.000000000363897291830355
16,0.000000000363897291830355
17,0.000953542092972357
18,0.000419316877674837
19,0.00117343180592753
20,0.000000000478864779273281
21,0.000000000380372218250327
22,0.00000000031976550616403
23,0.000000000374647517571925
24,0.000000000374647517571925
25,0.000854637187310928
26,0.000375802939514898
27,0.00105174313838054
28,0.000000000429152670954248
29,0.000000000340884860367009
30,0.000000000286569877315513
31,0.000000000335754454680568
32,0.000000000335754454680568
33,0.000869386802047694
34,0.000382291834391952
35,0.00106989083103519
36,0.000000000436565576121442
37,0.000000000346773084568063
38,0.000000000291519899693094
39,0.000000000341554059578079
40,0.000000000341554059578079
41,0.000848807586898932
42,0.000373238314716472
43,0.00104457045617738
44,0.000000000426222873416004
45,0.000000000338557661464589
46,0.00000000028461348329064
47,0.000000000333462280726059
48,0.000000000333462280726059
49,0.000848807586898932
50,0.000373238314716472
51,0.00104457045617738
52,0.000000000426222873416004
53,0.000000000338557661464589
54,0.00000000028461348329064
55,0.000000000333462280726059
56,0.000000000333462280726059
57,0.000863456679385852
58,0.000379682943681616
59,0.00106259451677174
60,0.000000000433585171158914
61,0.000000000344405687139727
62,0.000000000289529712185492
63,0.000000000339222292095911
64,0.000000000339222292095911
65,0.000864935410373591
66,0.000380333493109877
67,0.0010644139221532
68,0.000000000434328359418281
69,0.000000000344996016976147
70,0.000000000290025981654971
71,0.000000000339803737314969
72,0.000000000339803737314969
73,0.000864935410373591
74,0.000380333493109877
75,0.0010644139221532
76,0.000000000434328359418281
77,0.000000000344996016976147
78,0.000000000290025981654971
79,0.000000000339803737314969
80,0.000000000339803737314969
81,0.000848807586898932
82,0.000373238314716472
83,0.00104457045617738
84,0.000000000426222873416004
85,0.000000000338557661464589
86,0.00000000028461348329064
87,0.000000000333462280726059
88,0.000000000333462280726059
89,0.000857566971612936
90,0.000377091850220764
91,0.00105534790847585
92,0.000000000430625113228363
93,0.00000000034205445178057
94,0.00000000028755311155933
95,0.000000000336906443439582
96,0.000000000336906443439582
97,0.000864935410373591
98,0.000380333493109877
99,0.0010644139221532
100,0.000000000434328359418281
101,0.000000000344996016976147
102,0.000000000290025981654971
103,0.000000000339803737314969
104,0.000000000339803737314969
105,0.000912052771838599
106,0.000401062759036827
107,0.00112238566963039
108,0.000000000458009998194218
109,0.000000000363806833439706
110,0.00000000030583957150076
111,0.000000000358331446105127
112,0.000000000358331446105127
113,0.00093097269793368
114,0.000409386881847134
115,0.00114566380798339
116,0.000000000467519963468228
117,0.000000000371360795943652
118,0.000000000312189921310391
119,0.000000000365771719511445
120,0.000000000365771719511445
121,0.000947038487753944
122,0.000416455420625951
123,0.00116543019904688
124,0.000000000475595600385781
125,0.000000000377775441708723
126,0.000000000317582487727273
127,0.000000000372089823191716
128,0.000000000372089823191716
129,0.000854637187310928
130,0.000375802939514898
131,0.00105174313838054
132,0.000000000429152670954248
133,0.000000000340884860367009
134,0.000000000286569877315513
135,0.000000000335754454680568
136,0.000000000335754454680568
137,0.000969996984550293
138,0.000426556796170909
139,0.00119367671186955
140,0.000000000487136379188035
141,0.000000000386942521485291
142,0.000000000325288928325021
143,0.000000000381118936036742
144,0.000000000381118936036742
145,0.000973321848874564
146,0.000428019705459437
147,0.00119776736527057
148,0.000000000488807766194294
149,0.000000000388270138822601
150,0.000000000326405009388555
151,0.000000000382426572388312
152,0.000000000382426572388312
153,0.000885905295533256
154,0.000389559051135827
155,0.0010902147774318
156,0.000000000444867749437318
157,0.000000000353367672889034
158,0.000000000297063737469171
159,0.000000000348049397632045
160,0.000000000348049397632045
161,0.000942189882655964
162,0.000414322144320798
163,0.00115946477951852
164,0.000000000473158371068378
165,0.000000000375839499952176
166,0.000000000315955009783246
167,0.000000000370183017861415
168,0.000000000370183017861415
169,0.00088894217476325
170,0.000390895123437156
171,0.00109395126176273
172,0.00000000044639411085829
173,0.000000000354580093398384
174,0.000000000298082976623017
175,0.000000000349243570897833
176,0.000000000349243570897833
177,0.000905831886715467
178,0.000398325820137811
179,0.00111473175680834
180,0.000000000454883193548732
181,0.000000000361323147709153
182,0.000000000303751624519565
183,0.000000000355885140489892
184,0.000000000355885140489892
185,0.000919888935763484
186,0.0004045103827279
187,0.00113202692159756
188,0.000000000461948746141346
189,0.000000000366935462561663
190,0.000000000308469699640611
191,0.000000000361412988546218
192,0.000000000361412988546218
193,0.000907383122354025
194,0.000399008299553358
195,0.00111664033330616
196,0.000000000455662887761791
197,0.000000000361942474981154
198,0.00000000030427227111025
199,0.000000000356495146725595
200,0.000000000356495146725595
201,0.000853176047576489
202,0.000375160136559023
203,0.00104994536843734
204,0.000000000428418338922702
205,0.000000000340301565215887
206,0.000000000286079521657814
207,0.000000000335179938272966
208,0.000000000335179938272966
209,0.00084735640535153
210,0.000372599896861799
211,0.00104278493387461
212,0.000000000425493554621755
213,0.000000000337978348431748
214,0.000000000284126475259311
215,0.000000000332891686504825
216,0.000000000332891686504825
217,0.000848807586898932
218,0.000373238314716472
219,0.00104457045617738
220,0.000000000426222873416004
221,0.000000000338557661464589
222,0.00000000028461348329064
223,0.000000000333462280726059
224,0.000000000333462280726059
225,0.000848807586898932
226,0.000373238314716472
227,0.00104457045617738
228,0.000000000426222873416004
229,0.000000000338557661464589
230,0.00000000028461348329064
231,0.000000000333462280726059
232,0.000000000333462280726059
233,0.00089504717212352
234,0.000393581025335231
235,0.00110146264997197
236,0.000000000449462562714408
